"OCUPACION","OCUPACION.NOMBRE","SALARIO","CLASE.SEGURO","X..orden","CAMBIO"
5132,"Ayudantes de enfermería","599240.00","C",30,"SCS"
3226,"Auxiliares de enfermería","1188311.35","C",100,"SA"
3122,"Técnicos y asistentes en estadística y demografía","224895.06","C",114,"IC"
2225,"Nutricionistas","1226166.60","C",16,"SCS"
2227,"Médico Especialista","8095223.17","C",25,"SA"
3224,"Técnicos y asistentes en farmacia","877886.35","C",10,"SA"
2229,"Otros profesionales en ciencias de la salud","1970417.47","C",2,"SA"
3226,"Auxiliares de enfermería","784287.00","C",8,"SA"
7125,"Encargado de Mantenimiento de Edificios","598139.33","C",44,"SA"
3122,"Técnicos y asistentes en estadística y demografía","185211.50","C",83,"SA"
5132,"Ayudantes de enfermería","470820.00","C",41,"SA"
3229,"Otros técnicos de las ciencias de la salud","672980.00","C",4,"SCS"
7125,"Encargado de Mantenimiento de Edificios","787349.10","C",306,"SA"
3229,"Otros técnicos de las ciencias de la salud","1499827.67","C",46,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","1680264.58","C",92,"SA"
2449,"Otros profesionales en ciencias sociales","1219856.15","C",40,"SA"
7125,"Encargado de Mantenimiento de Edificios","619319.45","C",20,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","652676.10","C",27,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1446053.00","C",5,"SA"
2227,"Médico Especialista","2044291.49","C",17,"SA"
9155,"Ayudante de cocina","992290.02","C",35,"SA"
3226,"Auxiliares de enfermería","1022301.51","C",162,"SA"
3226,"Auxiliares de enfermería","925060.65","C",25,"SA"
9155,"Ayudante de cocina","464359.80","C",3,"SA"
2445,"Psicólogos","1383707.50","C",84,"SCS"
3224,"Técnicos y asistentes en farmacia","1194358.85","C",106,"SA"
9155,"Ayudante de cocina","443680.00","C",32,"SA"
5132,"Ayudantes de enfermería","144984.30","C",120,"SA                                                                       *"
3226,"Auxiliares de enfermería","633000.00","C",4,"SA"
7125,"Encargado de Mantenimiento de Edificios","645096.80","C",38,"SA"
2226,"Enfermeros profesionales","1358788.40","C",84,"SA"
3226,"Auxiliares de enfermería","2129250.45","C",194,"IC"
3122,"Técnicos y asistentes en estadística y demografía","358578.95","C",19,"SA"
2226,"Enfermeros profesionales","1601399.20","C",8,"SA"
9155,"Ayudante de cocina","798680.70","C",9,"SA"
5132,"Ayudantes de enfermería","757271.00","C",39,"SA"
9152,"Guardianes y porteros ","620617.15","C",3,"SA"
2227,"Médico Especialista","3122927.45","C",30,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2146191.50","C",1,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1978343.00","C",8,"SA"
1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2591028.00","C",18,"SCS"
3224,"Técnicos y asistentes en farmacia","825597.80","C",35,"SA"
4131,"Empleados de control de abastecimiento e inventario","773881.45","C",65,"SA"
4223,"Telefonistas","610730.00","C",26,"SCS"
2226,"Enfermeros profesionales","1573384.70","C",331,"SA"
3224,"Técnicos y asistentes en farmacia","400292.30","C",13,"IC"
3122,"Técnicos y asistentes en estadística y demografía","674609.75","C",6,"SA"
2224,"Farmacéuticos","1838383.80","C",17,"SCS"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1495173.00","C",35,"SA"
3189,"Otros supervisores de personal","690215.00","C",12,"SA"
2227,"Médico Especialista","1051133.10","C",99,"SA"
7125,"Encargado de Mantenimiento de Edificios","511441.85","C",35,"SA"
7125,"Encargado de Mantenimiento de Edificios","573372.30","C",21,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","1409430.86","C",6,"SA"
9152,"Guardianes y porteros ","1036521.74","C",13,"SA"
2449,"Otros profesionales en ciencias sociales","1613346.40","C",7,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1543703.37","C",2,"SA"
5132,"Ayudantes de enfermería","649880.00","C",3,"SCS"
9152,"Guardianes y porteros ","508104.20","C",3,"SA"
3412,"Técnicos y asistentes en recursos humanos","207978.75","C",94,"SA"
2227,"Médico Especialista","1885835.85","C",28,"SA"
4112,"Secretarios","259201.45","C",93,"SA"
5132,"Ayudantes de enfermería","662540.00","C",11,"SA"
3122,"Técnicos y asistentes en estadística y demografía","681178.19","C",32,"SA"
3224,"Técnicos y asistentes en farmacia","802750.00","C",5,"SCS"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","2075386.00","C",8,"SA"
3229,"Otros técnicos de las ciencias de la salud","1137110.35","C",18,"SA"
3226,"Auxiliares de enfermería","3751983.28","C",29,"IC"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","761883.61","C",9,"SA"
3224,"Técnicos y asistentes en farmacia","1276346.10","C",6,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","767066.60","C",62,"SA"
2226,"Enfermeros profesionales","1431504.60","C",73,"SCS"
5132,"Ayudantes de enfermería","759600.00","C",2,"SCS"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","597110.00","C",1,"SCS"
3224,"Técnicos y asistentes en farmacia","646000.00","C",12,"SA"
2446,"Trabajadores sociales y orientadores sociales","1189444.55","C",6,"SA"
2229,"Otros profesionales en ciencias de la salud","1359053.70","C",60,"SCS"
5132,"Ayudantes de enfermería","586580.00","C",22,"SCS"
5132,"Ayudantes de enfermería","889186.63","C",3,"SA"
3226,"Auxiliares de enfermería","762132.00","C",37,"SA"
2227,"Médico Especialista","4558790.25","C",74,"SA"
3229,"Otros técnicos de las ciencias de la salud","838103.55","C",1,"SA"
7125,"Encargado de Mantenimiento de Edificios","483193.00","C",25,"SA"
2227,"Médico Especialista","2294889.50","C",15,"SCS"
2226,"Enfermeros profesionales","1874542.16","C",4,"SA"
3226,"Auxiliares de enfermería","819732.80","C",152,"SA"
2221,"Médicos generales y especialistas","1643554.04","C",14,"SA"
9155,"Ayudante de cocina","1049616.24","C",63,"SA"
7125,"Encargado de Mantenimiento de Edificios","526545.16","C",50,"SA"
3229,"Otros técnicos de las ciencias de la salud","761600.00","C",31,"SCS"
3419,"Otros técnicos en administración y en economía","1061175.67","C",11,"OC"
3226,"Auxiliares de enfermería","827351.62","C",22,"SA"
3226,"Auxiliares de enfermería","1305398.95","C",202,"SA"
2227,"Médico Especialista","2720524.40","C",11,"SA"
2221,"Médicos generales y especialistas","2042197.50","C",15,"SA"
2221,"Médicos generales y especialistas","2047497.45","C",2,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","2043607.30","C",166,"SA"
3224,"Técnicos y asistentes en farmacia","839687.80","C",11,"SCS"
5132,"Ayudantes de enfermería","675200.00","C",49,"SA"
5132,"Ayudantes de enfermería","887640.00","C",95,"SA"
2226,"Enfermeros profesionales","846334.80","C",22,"SA"
3224,"Técnicos y asistentes en farmacia","676536.62","C",15,"IC"
5132,"Ayudantes de enfermería","629514.25","C",49,"SA"
3229,"Otros técnicos de las ciencias de la salud","1183381.05","C",34,"SA"
2226,"Enfermeros profesionales","1604131.90","C",3,"SCS"
3224,"Técnicos y asistentes en farmacia","745750.00","C",91,"SA"
2221,"Médicos generales y especialistas","2415751.65","C",10,"SA"
5132,"Ayudantes de enfermería","964413.80","C",28,"SA"
2445,"Psicólogos","221381.00","C",32,"IC"
1124,"Jefes de sección de instituciones públicas y empresas privadas","1141701.83","C",2,"SA"
3224,"Técnicos y asistentes en farmacia","220927.31","C",9,"SA"
3226,"Auxiliares de enfermería","881506.65","C",6,"SA"
3224,"Técnicos y asistentes en farmacia","581210.00","C",36,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","736595.00","C",47,"SA"
1124,"Jefes de sección de instituciones públicas y empresas privadas","841764.45","C",52,"SA"
2224,"Farmacéuticos","5590273.94","C",48,"SA"
2221,"Médicos generales y especialistas","2483824.96","C",6,"SA"
3122,"Técnicos y asistentes en estadística y demografía","594246.60","C",55,"SA"
3233,"Técnicos en operación de equipo para diagnóstico médico (Operadores electrocardiografía, electroencefalografía, etc.) ","978030.00","C",30,"IC"
2226,"Enfermeros profesionales","1588398.40","C",72,"SCS"
9155,"Ayudante de cocina","585076.10","C",27,"SA"
8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","518795.00","C",15,"SCS"
3229,"Otros técnicos de las ciencias de la salud","1017576.90","C",17,"SA"
3226,"Auxiliares de enfermería","740287.40","C",92,"SA"
3229,"Otros técnicos de las ciencias de la salud","1038693.15","C",36,"SA"
3224,"Técnicos y asistentes en farmacia","860613.47","C",31,"SA"
2224,"Farmacéuticos","1739798.15","C",115,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","721279.62","C",1,"SA"
2222,"Odontólogos","918342.55","C",55,"SA"
2226,"Enfermeros profesionales","1944311.10","C",1,"SCS"
2226,"Enfermeros profesionales","1766129.30","C",10,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","578388.18","C",3,"SA"
3226,"Auxiliares de enfermería","736667.00","C",47,"SA"
3226,"Auxiliares de enfermería","670821.75","C",6,"SA"
3229,"Otros técnicos de las ciencias de la salud","1050921.34","C",22,"SA"
2446,"Trabajadores sociales y orientadores sociales","1448942.93","C",7,"SA"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","2206319.35","C",1,"SA"
2226,"Enfermeros profesionales","1889257.80","C",3,"SA"
4112,"Secretarios","459464.25","C",16,"SA"
2226,"Enfermeros profesionales","1689937.01","C",21,"SA"
3224,"Técnicos y asistentes en farmacia","1165821.50","C",19,"SA"
2226,"Enfermeros profesionales","1341165.40","C",44,"SA"
2449,"Otros profesionales en ciencias sociales","1372984.50","C",300,"SCS"
9155,"Ayudante de cocina","841585.75","C",8,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","591430.11","C",82,"SA"
3122,"Técnicos y asistentes en estadística y demografía","1182983.77","C",9,"SA"
3226,"Auxiliares de enfermería","800390.35","C",18,"SA"
3231,"Técnicos en optometría y asistentes de oftalmología","410400.70","C",15,"SCS"
2226,"Enfermeros profesionales","1702512.40","C",3,"SA"
3122,"Técnicos y asistentes en estadística y demografía","43130.00","C",22,"SA"
3229,"Otros técnicos de las ciencias de la salud","720630.00","C",6,"SA"
3122,"Técnicos y asistentes en estadística y demografía","576737.64","C",27,"SA"
9155,"Ayudante de cocina","741953.45","C",24,"SA"
2227,"Médico Especialista","8256437.46","C",64,"SA"
2226,"Enfermeros profesionales","2668386.20","C",21,"SA"
3226,"Auxiliares de enfermería","777240.80","C",21,"SA"
2229,"Otros profesionales en ciencias de la salud","1368183.00","C",70,"SCS"
3229,"Otros técnicos de las ciencias de la salud","1031821.75","C",16,"SA"
3226,"Auxiliares de enfermería","1351417.11","C",17,"SA"
2224,"Farmacéuticos","2467105.90","C",28,"SA"
9152,"Guardianes y porteros ","960279.69","C",2,"SA"
9155,"Ayudante de cocina","472685.70","C",17,"SA"
7125,"Encargado de Mantenimiento de Edificios","574286.20","C",14,"SA"
3226,"Auxiliares de enfermería","1563039.25","C",10,"SA"
7125,"Encargado de Mantenimiento de Edificios","422574.25","C",6,"SA"
2221,"Médicos generales y especialistas","2024740.50","C",2,"SCS"
2221,"Médicos generales y especialistas","208942.75","C",27,"IC"
2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","4296520.90","C",45,"SA"
3226,"Auxiliares de enfermería","828745.25","C",35,"SA"
3224,"Técnicos y asistentes en farmacia","831250.00","C",9,"SCS"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","332650.70","C",6,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","734439.15","C",6,"SA"
7125,"Encargado de Mantenimiento de Edificios","641456.73","C",6,"SA"
9155,"Ayudante de cocina","511762.85","C",33,"SA"
2221,"Médicos generales y especialistas","1884557.00","C",3,"SA"
9155,"Ayudante de cocina","478353.13","C",27,"SA"
5132,"Ayudantes de enfermería","590520.00","C",56,"SCS"
7125,"Encargado de Mantenimiento de Edificios","384563.55","C",77,"SA"
3226,"Auxiliares de enfermería","773013.55","C",27,"SA"
4112,"Secretarios","476821.40","C",17,"SA"
3122,"Técnicos y asistentes en estadística y demografía","1043378.55","C",7,"SA"
3226,"Auxiliares de enfermería","2051868.00","C",8,"SA"
9155,"Ayudante de cocina","839144.20","C",44,"SA"
3226,"Auxiliares de enfermería","1621156.15","C",54,"SA"
2226,"Enfermeros profesionales","1716314.52","C",189,"SA"
3226,"Auxiliares de enfermería","263090.60","C",48,"SA"
2227,"Médico Especialista","3069216.25","C",236,"SA"
2449,"Otros profesionales en ciencias sociales","2392112.63","C",2,"SA"
5132,"Ayudantes de enfermería","824104.80","C",48,"SA"
2226,"Enfermeros profesionales","2034054.50","C",43,"SA"
2221,"Médicos generales y especialistas","2167189.50","C",6,"SA"
2227,"Médico Especialista","1856672.15","C",3,"SA"
9155,"Ayudante de cocina","168585.59","C",72,"SA"
3229,"Otros técnicos de las ciencias de la salud","1151230.48","C",2,"SA"
3226,"Auxiliares de enfermería","929607.30","C",68,"SA"
5132,"Ayudantes de enfermería","621015.45","C",49,"SA"
2226,"Enfermeros profesionales","1885212.27","C",54,"SA"
3122,"Técnicos y asistentes en estadística y demografía","644680.00","C",2,"SCS"
2449,"Otros profesionales en ciencias sociales","1307119.75","C",56,"SA"
3226,"Auxiliares de enfermería","1387080.85","C",5,"SA"
3122,"Técnicos y asistentes en estadística y demografía","908500.40","C",12,"SA"
7125,"Encargado de Mantenimiento de Edificios","724022.85","C",25,"SA"
2446,"Trabajadores sociales y orientadores sociales","541278.65","C",22,"SA"
2226,"Enfermeros profesionales","2343895.91","C",81,"SA"
2449,"Otros profesionales en ciencias sociales","649736.85","C",53,"SA"
2131,"Diseñadores y analistas de sistemas informáticos","1412138.50","C",8,"SA"
7125,"Encargado de Mantenimiento de Edificios","557816.09","C",54,"SA"
8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","724219.05","C",3,"SA"
3229,"Otros técnicos de las ciencias de la salud","764240.00","C",149,"SA"
2221,"Médicos generales y especialistas","2231215.06","C",8,"SA"
3226,"Auxiliares de enfermería","536151.00","C",15,"SA"
2449,"Otros profesionales en ciencias sociales","1236214.00","C",106,"SCS"
4112,"Secretarios","616381.40","C",214,"OC"
2221,"Médicos generales y especialistas","1936384.50","C",18,"SA"
2221,"Médicos generales y especialistas","2233471.74","C",24,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","547460.00","C",31,"SCS"
7125,"Encargado de Mantenimiento de Edificios","756692.50","C",28,"SA"
3226,"Auxiliares de enfermería","708960.00","C",41,"SCS"
2227,"Médico Especialista","6605767.57","C",70,"SA"
3226,"Auxiliares de enfermería","860218.13","C",86,"SA"
9155,"Ayudante de cocina","451199.80","C",72,"SA"
5132,"Ayudantes de enfermería","911244.95","C",61,"SA"
2227,"Médico Especialista","3443667.10","C",46,"SA"
2227,"Médico Especialista","2748970.22","C",14,"SA"
8229,"Otros operadores de máquinas para fabricar productos químicos","691154.95","C",7,"SA"
2226,"Enfermeros profesionales","1577726.30","C",2,"SA"
3226,"Auxiliares de enfermería","1820769.25","C",47,"SA"
2227,"Médico Especialista","4936090.95","C",40,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","565760.00","C",30,"SA"
2227,"Médico Especialista","4639554.92","C",155,"SA"
3226,"Auxiliares de enfermería","1611288.70","C",366,"SA"
3226,"Auxiliares de enfermería","643760.10","C",79,"SA"
3224,"Técnicos y asistentes en farmacia","660250.00","C",1,"SCS"
3122,"Técnicos y asistentes en estadística y demografía","747320.00","C",8,"SA"
2222,"Odontólogos","2817014.10","C",3,"SA"
2226,"Enfermeros profesionales","3152708.59","C",9,"SA"
2227,"Médico Especialista","2475332.50","C",2,"SA"
2226,"Enfermeros profesionales","2013416.90","C",37,"SA"
2449,"Otros profesionales en ciencias sociales","1096254.00","C",18,"SCS"
2226,"Enfermeros profesionales","1386511.10","C",2,"SA"
2226,"Enfermeros profesionales","1600533.44","C",14,"SA"
2227,"Médico Especialista","4452484.77","C",9,"SA"
2221,"Médicos generales y especialistas","2191672.60","C",25,"SA"
2226,"Enfermeros profesionales","1896566.35","C",18,"SA"
9152,"Guardianes y porteros ","737836.60","C",8,"SA"
3226,"Auxiliares de enfermería","2023980.72","C",25,"SA"
9155,"Ayudante de cocina","294551.58","C",4,"SCS"
3226,"Auxiliares de enfermería","1160943.90","C",159,"SA"
3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","573205.68","C",17,"SA"
